yourlist:M202202226320BA52A5CE8FCD097CB85A53697A3542D570B	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC577726	A0A7M7HM97	A0A7M7HM97_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1043
LOC577726	A0A7M7HMH3	A0A7M7HMH3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	999
LOC577726	A0A7M7HMN9	A0A7M7HMN9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1053
LOC577726	A0A7M7HNS1	A0A7M7HNS1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	975
LOC577726	A0A7M7HQ38	A0A7M7HQ38_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	988
LOC577726	A0A7M7HQ54	A0A7M7HQ54_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1027
LOC577726	A0A7M7N2B5	A0A7M7N2B5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1038
LOC577726	A0A7M7N2W1	A0A7M7N2W1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	993
LOC577726	A0A7M7N3Y8	A0A7M7N3Y8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	960
LOC577726	A0A7M7STK1	A0A7M7STK1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1028
LOC575161	A0A7M7P320	A0A7M7P320_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1569
LOC105437464	A0A7M7HJC5	A0A7M7HJC5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	304
LOC578586	A0A7M7N995	A0A7M7N995_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	435
LOC585137	A0A7M7ST42	A0A7M7ST42_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	526
LOC574601	A0A7M7RCE8	A0A7M7RCE8_STRPU	unreviewed	T-complex protein 1 subunit gamma		Strongylocentrotus purpuratus (Purple sea urchin)	546
LOC586281	A0A7M7RGX5	A0A7M7RGX5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	227
LOC575307	A0A7M7PSF2	A0A7M7PSF2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	629
LOC100888792	A0A7M7N086	A0A7M7N086_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	701
LOC100888792	A0A7M7N0B1	A0A7M7N0B1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	645
LOC100888792	A0A7M7N0P6	A0A7M7N0P6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	645
LOC100888792	A0A7M7N0T3	A0A7M7N0T3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	701
LOC100888792	A0A7M7N1F7	A0A7M7N1F7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	648
LOC591610	A0A7M7N491	A0A7M7N491_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	524
LOC592325	A0A7M7HDT2	A0A7M7HDT2_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	731
LOC592325	A0A7M7HE09	A0A7M7HE09_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	728
LOC592325	A0A7M7HGD7	A0A7M7HGD7_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	758
LOC592325	A0A7M7HGN9	A0A7M7HGN9_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	759
LOC592325	A0A7M7HH38	A0A7M7HH38_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	736
LOC592325	A0A7M7HKB3	A0A7M7HKB3_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	754
LOC592325	A0A7M7HKY2	A0A7M7HKY2_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	735
LOC592325	A0A7M7PTE8	A0A7M7PTE8_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	730
LOC592325	A0A7M7THE4	A0A7M7THE4_STRPU	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Strongylocentrotus purpuratus (Purple sea urchin)	704
LOC762503	A0A7M7G1B0	A0A7M7G1B0_STRPU	unreviewed	Protein MIS12 homolog		Strongylocentrotus purpuratus (Purple sea urchin)	250
LOC105437963	A0A7M7N6W0	A0A7M7N6W0_STRPU	unreviewed	G_PROTEIN_RECEP_F3_4 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1052
LOC105437510	A0A7M7T4A5	A0A7M7T4A5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1038
LOC578787	A0A7M7NR95	A0A7M7NR95_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	627
LOC578787	A0A7M7NT54	A0A7M7NT54_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	612
LOC594782	A0A7M7RFJ7	A0A7M7RFJ7_STRPU	unreviewed	FMN hydroxy acid dehydrogenase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	371
LOC100889336	A0A7M7LL88	A0A7M7LL88_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	448
LOC581691	A0A7M7NMW0	A0A7M7NMW0_STRPU	unreviewed	Zinc-hook domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1316
LOC577341	A0A7M7GI50	A0A7M7GI50_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	286
LOC577341	A0A7M7NMW2	A0A7M7NMW2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	381
LOC577341	A0A7M7RHF9	A0A7M7RHF9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	283
LOC593956	A0A7M7NJL2	A0A7M7NJL2_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	542
LOC100894079	A0A7M7LP44	A0A7M7LP44_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	390
LOC105445360	A0A7M7NT15	A0A7M7NT15_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3173
LOC105445360	A0A7M7NT22	A0A7M7NT22_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3214
LOC100890028	A0A7M7N5R6	A0A7M7N5R6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1310
LOC100892542	A0A7M7HNQ3	A0A7M7HNQ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	566
LOC105445671	A0A7M7N294	A0A7M7N294_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	1301
LOC105445671	A0A7M7N2H1	A0A7M7N2H1_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	1370
LOC105445671	A0A7M7N2H7	A0A7M7N2H7_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	953
LOC105445671	A0A7M7N323	A0A7M7N323_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	1321
LOC105445671	A0A7M7N462	A0A7M7N462_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	1022
LOC105445671	A0A7M7STL3	A0A7M7STL3_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	1367
LOC752518	A0A7M7LWH4	A0A7M7LWH4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	744
LOC586413	A0A7M7N2V5	A0A7M7N2V5_STRPU	unreviewed	TIP120 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1241
LOC586413	A0A7M7N322	A0A7M7N322_STRPU	unreviewed	TIP120 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1240
LOC105443371	A0A7M7P5D9	A0A7M7P5D9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1661
LOC589453	A0A7M7RFR2	A0A7M7RFR2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	678
LOC105446676	A0A7M7PCH3	A0A7M7PCH3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1189
LOC115929631	A0A7M7PPX7	A0A7M7PPX7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	564
LOC105439419	A0A7M7N791	A0A7M7N791_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	143
LOC756368	A0A7M7NFH1	A0A7M7NFH1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	740
LOC756368	A0A7M7NFU9	A0A7M7NFU9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	715
LOC756368	A0A7M7NFX9	A0A7M7NFX9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	724
LOC756368	A0A7M7NJG7	A0A7M7NJG7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	767
LOC756368	A0A7M7SW50	A0A7M7SW50_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	758
LOC756368	A0A7M7SW85	A0A7M7SW85_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	746
LOC100890539	A0A7M7NDE6	A0A7M7NDE6_STRPU	unreviewed	G_PROTEIN_RECEP_F2_4 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	259
LOC576114	A0A7M7GGW2	A0A7M7GGW2_STRPU	unreviewed	WH1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	489
LOC576114	A0A7M7HHN1	A0A7M7HHN1_STRPU	unreviewed	WH1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	487
LOC576114	A0A7M7HKW7	A0A7M7HKW7_STRPU	unreviewed	VASP_tetra domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1080
LOC576114	A0A7M7HL55	A0A7M7HL55_STRPU	unreviewed	WH1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	511
LOC576114	A0A7M7HL61	A0A7M7HL61_STRPU	unreviewed	VASP_tetra domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1095
LOC576114	A0A7M7HNM6	A0A7M7HNM6_STRPU	unreviewed	VASP_tetra domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1118
LOC576114	A0A7M7HNZ8	A0A7M7HNZ8_STRPU	unreviewed	VASP_tetra domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1057
LOC576114	A0A7M7HP45	A0A7M7HP45_STRPU	unreviewed	WH1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	662
LOC576114	A0A7M7PVI8	A0A7M7PVI8_STRPU	unreviewed	WH1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	537
LOC584425	A0A7M7NLH3	A0A7M7NLH3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1470
LOC100891570	A0A7M7NYH3	A0A7M7NYH3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	517
LOC100893294	A0A7M7PC70	A0A7M7PC70_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	347
LOC100893294	A0A7M7T2L5	A0A7M7T2L5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	347
LOC577881	A0A7M7NZ94	A0A7M7NZ94_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	200
LOC763365	A0A7M7MXG5	A0A7M7MXG5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4712
LOC763365	A0A7M7MXR4	A0A7M7MXR4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4241
LOC763365	A0A7M7MXT2	A0A7M7MXT2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4242
LOC763365	A0A7M7SSH1	A0A7M7SSH1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5101
LOC763081	A0A7M7GM38	A0A7M7GM38_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	484
LOC373476	O16153	O16153_STRPU	unreviewed	Syntaxin		Strongylocentrotus purpuratus (Purple sea urchin)	286
LOC588102	A0A7M7RGH9	A0A7M7RGH9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	369
LOC100893600	A0A7M7SSJ3	A0A7M7SSJ3_STRPU	unreviewed	NR LBD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	137
LOC574974	A0A7M7N022	A0A7M7N022_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	795
LOC100890811	A0A7M7GMF3	A0A7M7GMF3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	655
LOC593924	A0A7M7PIY4	A0A7M7PIY4_STRPU	unreviewed	SSD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1409
LOC588760	A0A7M7NMD3	A0A7M7NMD3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1708
LOC100893682	A0A7M7N856	A0A7M7N856_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	374
LOC100893682	A0A7M7SUS5	A0A7M7SUS5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	303
LOC100888014	A0A7M7PB03	A0A7M7PB03_STRPU	unreviewed	Procollagen-proline 3-dioxygenase (EC 1.14.11.7)		Strongylocentrotus purpuratus (Purple sea urchin)	1162
LOC100888014	A0A7M7PCI4	A0A7M7PCI4_STRPU	unreviewed	Procollagen-proline 3-dioxygenase (EC 1.14.11.7)		Strongylocentrotus purpuratus (Purple sea urchin)	1162
LOC100888014	A0A7M7PDH0	A0A7M7PDH0_STRPU	unreviewed	Procollagen-proline 3-dioxygenase (EC 1.14.11.7)		Strongylocentrotus purpuratus (Purple sea urchin)	1157
LOC575096	A0A7M7SU60	A0A7M7SU60_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	469
LOC584816	A0A7M7REF8	A0A7M7REF8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	658
LOC584816	A0A7M7T5X5	A0A7M7T5X5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	455
LOC100892804	A0A7M7LPT7	A0A7M7LPT7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	123
LOC578611	A0A7M7NRA0	A0A7M7NRA0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	518
LOC100890784	A0A7M7HFY3	A0A7M7HFY3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	646
LOC100890784	A0A7M7HGA3	A0A7M7HGA3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	647
LOC100890784	A0A7M7HJW7	A0A7M7HJW7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	638
LOC578304	A0A7M7HEK0	A0A7M7HEK0_STRPU	unreviewed	ASD2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1726
LOC578304	A0A7M7HIN2	A0A7M7HIN2_STRPU	unreviewed	ASD2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1711
LOC578304	A0A7M7LP59	A0A7M7LP59_STRPU	unreviewed	ASD2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1698
LOC578304	A0A7M7NHS0	A0A7M7NHS0_STRPU	unreviewed	ASD2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1691
LOC578304	A0A7M7RB64	A0A7M7RB64_STRPU	unreviewed	ASD2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1661
LOC582560	A0A7M7NAB1	A0A7M7NAB1_STRPU	unreviewed	Low-density lipoprotein receptor relative with 11 ligand-binding repeats (Sortilin-related receptor) (Sorting protein-related receptor containing LDLR class A repeats)		Strongylocentrotus purpuratus (Purple sea urchin)	2082
LOC582560	A0A7M7NAS8	A0A7M7NAS8_STRPU	unreviewed	Low-density lipoprotein receptor relative with 11 ligand-binding repeats (Sortilin-related receptor) (Sorting protein-related receptor containing LDLR class A repeats)		Strongylocentrotus purpuratus (Purple sea urchin)	2083
LOC582560	A0A7M7NCR0	A0A7M7NCR0_STRPU	unreviewed	Low-density lipoprotein receptor relative with 11 ligand-binding repeats (Sortilin-related receptor) (Sorting protein-related receptor containing LDLR class A repeats)		Strongylocentrotus purpuratus (Purple sea urchin)	2076
LOC105446626	A0A7M7NJY9	A0A7M7NJY9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	544
LOC105446626	A0A7M7SWY7	A0A7M7SWY7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	556
LOC105446626	A0A7M7SWY8	A0A7M7SWY8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	558
LOC587128	A0A7M7SW29	A0A7M7SW29_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	884
LOC100888150	A0A7M7GIF6	A0A7M7GIF6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	224
LOC115919906	A0A7M7STJ3	A0A7M7STJ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	116
LOC100889998	A0A7M7N8W0	A0A7M7N8W0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	549
LOC574952	A0A7M7RHE9	A0A7M7RHE9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	83
LOC587111	A0A7M7P8Z6	A0A7M7P8Z6_STRPU	unreviewed	Nitric oxide synthase (EC 1.14.13.39)		Strongylocentrotus purpuratus (Purple sea urchin)	1390
LOC762981	A0A7M7LIP1	A0A7M7LIP1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	445
LOC576684	A0A7M7N644	A0A7M7N644_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	537
LOC586415	A0A7M7P7Z0	A0A7M7P7Z0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	577
LOC586260	A0A7M7T0L4	A0A7M7T0L4_STRPU	unreviewed	CYTH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	173
LOC579862	A0A7M7PPK4	A0A7M7PPK4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	985
LOC100893407	A0A7M7GIT3	A0A7M7GIT3_STRPU	unreviewed	EF-hand domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	760
LOC100893407	A0A7M7LVW7	A0A7M7LVW7_STRPU	unreviewed	EF-hand domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	763
LOC592747	A0A7M7NS84	A0A7M7NS84_STRPU	unreviewed	Phosphodiesterase (EC 3.1.4.-)		Strongylocentrotus purpuratus (Purple sea urchin)	1042
LOC105444658	A0A7M7HNL9	A0A7M7HNL9_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	363
LOC576912	A0A7M7NZZ3	A0A7M7NZZ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	652
LOC576912	A0A7M7P001	A0A7M7P001_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	635
LOC576912	A0A7M7P030	A0A7M7P030_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	648
LOC576912	A0A7M7P037	A0A7M7P037_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	616
LOC576912	A0A7M7P051	A0A7M7P051_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	650
LOC576912	A0A7M7P060	A0A7M7P060_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	625
LOC576912	A0A7M7P0A2	A0A7M7P0A2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	654
LOC576912	A0A7M7P0B6	A0A7M7P0B6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	638
LOC576912	A0A7M7P0C2	A0A7M7P0C2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	576
LOC576912	A0A7M7P0H2	A0A7M7P0H2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	643
LOC576912	A0A7M7P0I2	A0A7M7P0I2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	603
LOC576912	A0A7M7P0Y6	A0A7M7P0Y6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	651
LOC576912	A0A7M7P0Z6	A0A7M7P0Z6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	633
LOC576912	A0A7M7P1W4	A0A7M7P1W4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	639
LOC576912	A0A7M7P1X4	A0A7M7P1X4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	587
LOC576912	A0A7M7P2I7	A0A7M7P2I7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	645
LOC576912	A0A7M7P2J7	A0A7M7P2J7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	606
LOC576912	A0A7M7P2K4	A0A7M7P2K4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	653
LOC576912	A0A7M7P2L5	A0A7M7P2L5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	637
LOC576912	A0A7M7P2M5	A0A7M7P2M5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	538
LOC576912	A0A7M7P5R0	A0A7M7P5R0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	644
